"FullPath","Ext","SizeBytes","LastModified","Created","First120","DeltaMin"
"C:\job\status.ini",".ini","75","2026-04-07 18:13","2025-12-02 14:18","[UC_PROGRAM] ProgramName=300mm ProductName=ValidationJob RecipeName=x5 ","181675"
"C:\job\Diced_10.0.4511\Metadata.ini",".ini","94","2026-03-03 15:44","2026-03-15 14:31","[General] name=Diced_10.0.4511 Id=46a4c3bf-4464-4070-b41b-4939a9842d63 Version=1 JobTag= ","-17207"
"C:\job\Diced_10.0.4511\.audit\manifest.json",".json","398","2026-05-12 12:57","2026-05-12 12:57","{   ""jobName"": ""Diced_10.0.4511"",   ""auditDbVersion"": ""1"",   ""created"": {     ""machine"": ""AMITA1"",     ""at"": ""2026-05-12","0"
"C:\job\Diced_10.0.4511\S1\DefaultWafer2Table.ini",".ini","1134","2026-03-03 14:10","2026-03-15 14:31","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999922204        -0.0062656224    106355.7066746282 Wafer2Table_Y=         ","-17302"
"C:\job\Diced_10.0.4511\S1\DefectsClustering.ini",".ini","236","2026-04-26 21:37","2026-03-15 14:31","[General] Enabled=0 ClusteringAfterMerge=0 Distance=0 SelectedFirstSortingList=Priority SelectedSecondSortingList=Area S","60906"
"C:\job\Diced_10.0.4511\S1\DieAlignment.dat_block.ini",".ini","119","2026-03-03 19:03","2026-03-15 14:31","[General] IsMultiIndex=0 DieCount=1 [Die_0] Row=0 Col=0 PosX=0.000 PosY=0.000 SizeX=4117.000 SizeY=19645.000 ","-17009"
"C:\job\Diced_10.0.4511\S1\Metadata.ini",".ini","93","2026-03-03 19:03","2026-03-15 14:31","[General] name=S1 Id=f0e6ec38-de8f-4dc7-b0a4-c114aed4418a Version=1 LastActiveRecipe=R1 ","-17009"
"C:\job\Diced_10.0.4511\S1\MultiRecipe.ini",".ini","335","2026-04-27 16:29","2026-03-15 14:31","[Scan] MergingThreadCount=1 doSeparateRecipe=0 DoGrabAfterMerge=0 Recipes=0,1, FieldCount=8 RecipesPos=1,2, RecipesMerge","62038"
"C:\job\Diced_10.0.4511\S1\ProductionInfo.ini",".ini","155","2026-04-27 16:51","2026-03-15 14:31","[General] WaferDefectsCount=0 WaferDefectDiceRatio=0.0000 WaferDefectClassId=0 WaferDefectClassIdCount=0 BatchPassWafers","62060"
"C:\job\Diced_10.0.4511\S1\ScanCondition.ini",".ini","23","2026-03-03 13:59","2026-03-15 14:31","[General] IsActive=0 ","-17312"
"C:\job\Diced_10.0.4511\S1\Wafer2Table.ini",".ini","1134","2026-03-03 19:02","2026-03-15 14:31","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999944815        -0.0062677412    106354.8850214472 Wafer2Table_Y=         ","-17010"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Alignment.ini",".ini","53","2026-04-06 19:02","2026-03-15 14:31","[WAFER ALIGNMENT] CoarseAlignDone=0 Rotate  w2t=0 ","31950"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\AlignmentData.ini",".ini","820","2026-03-03 13:51","2026-03-15 14:31","[General] MinScore=85 MinTargetScore=0 IsAffineEnabled=1 AlignPointsNum=8 ForceToGMF=0 [Point_0] X=104897.950491626 Y=12","-17320"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\AlignRtp.ini",".ini","2983","2026-03-03 19:02","2026-03-15 14:31","[DIE Alignment] Die__MinModelSize=64 Die__MinScore=65 Die__ExtraScanLength_um=0.000000 Die__ExtraScanLength_X_um=0.00000","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\CcsLocalMeas.ini",".ini","210","2026-03-03 12:41","2026-03-15 14:31","[ScanParams] MarginX=0 MarginY=0 ScanStepX=0 ScanStepY=0 ResultsToRevisit= ScanDefects_Enabled=0 ScanDefects_SizeX=0 Sca","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\CleanReferenceConfiguration.ini",".ini","605","2026-03-03 13:57","2026-03-15 14:31","[General] Version=1 CreateCleanReferencePeriodicaly=1 CreateCleanReferenceEvery=Wafer CreateCleanReferenceFrequency=0 Is","-17314"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\CleanReferenceFinalParams.ini",".ini","1055","2026-03-03 13:49","2026-03-15 14:31","[General] Version=2 [CleanRefParams] SizeX=1280 SizeY=1280 minCriteria=-2 maxCriteria=-1 minCreateMul=2 maxCreateMul=2 m","-17322"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\CreateReference3dOptions.ini",".ini","415","2026-03-03 12:53","2026-03-15 14:31","[General] Version=0 Debug=0 [Registration] ReferenceRegBy=0 BigBlockRowsNumber=1000 YPartitionsNumber=3 MaxErrorPix=3 PS","-17378"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\DefaultWafer2Table.ini",".ini","1119","2026-03-03 13:48","2026-03-15 14:31","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999665239         0.0062689031   -107143.3696814435 Wafer2Table_Y=         ","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\DieAlignment.dat_block.ini",".ini","119","2026-03-03 13:48","2026-03-15 14:31","[General] IsMultiIndex=0 DieCount=1 [Die_0] Row=0 Col=0 PosX=0.000 PosY=0.000 SizeX=4117.000 SizeY=19645.000 ","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\DieMapAlignRes.dat_block.ini",".ini","119","2026-03-03 13:48","2026-03-15 14:31","[General] IsMultiIndex=0 DieCount=1 [Die_0] Row=0 Col=0 PosX=0.000 PosY=0.000 SizeX=4117.000 SizeY=19645.000 ","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\DieMapRegPos.txt",".txt","350","2026-03-03 13:45","2026-03-15 14:31","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    116.0","-17327"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\DieRegPos.txt",".txt","350","2026-03-03 13:45","2026-03-15 14:31","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    112.0","-17327"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\ExternalCoordSystems.ini",".ini","33","2026-03-03 12:41","2026-03-15 14:31","[ExternalCoordSystems] Count=0 ","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\GlobalRTP.ini",".ini","3205","2026-03-03 13:51","2026-03-15 14:31","[GLOBAL_RTP] LSL_Height=100.000000 USL_Height=140.000000 NominalHeight=120.000000 BumpType=1 CCS_Step=3.000000 CCS_Step_","-17320"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\ImageProcessing.log",".log","37","2026-03-03 13:46","2026-03-15 14:31","_previouseAlignmentDataExists = 1 ","-17326"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\JobIllumLimits.ini",".ini","84","2026-05-11 15:20","2026-03-15 14:36","[AMITA1] IllumCalibDate=2024-12-15 07:59:23 ForcedSkipToDate=2026-06-10 15:20:51 ","82124"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Metadata.ini",".ini","72","2026-03-03 12:41","2026-03-15 14:31","[General] name=R1 Id=ecd7a3d7-87c8-4b99-ad53-6a0ff08506be Version=0 ","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\OpticPreset.ini",".ini","1547","2026-03-15 14:36","2026-03-15 14:31","[IllumConversion] Executed=0 [General] Signature=1 [Scan2d] Id=d5ecdfdf-532b-4995-96f7-3d14b6fa5c0c FocusPosAboveChuck=3","4"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\OpticToVCamStorage.json",".json","546","2026-03-03 19:02","2026-03-15 14:31","[   {     ""OpticId"": ""fa520c77-45ae-48dd-afff-47b8caf409a6"",     ""Scenario"": ""Scan"",     ""IsAutoFocus"": false,     ""Stor","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\OverlayScan.ini",".ini","52","2026-03-03 12:41","2026-03-15 14:31","[General] Id=e915d5d2-e7f7-4891-3703-00aab9ba53f4 ","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Params_AlignRTP.ini",".ini","2982","2026-03-03 13:46","2026-03-15 14:31","[DIE Alignment] Die__MinModelSize=0 Die__MinScore=50 Die__ExtraScanLength_um=0.000000 Die__ExtraScanLength_X_um=0.000000","-17326"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Params_SystemInfo.ini",".ini","2395","2026-03-03 13:46","2026-03-15 14:31","[SystemParams] Gain=0 GainFx=0 Offset=0 Distortion=0 SizeX=1280 SizeY=1280 OffsetX=384 OffsetY=384 CameraType=3 ImageSiz","-17326"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Params_WaferInfo.ini",".ini","1391","2026-03-03 13:46","2026-03-15 14:31","[Path] SetupPath=c:\job\Diced_10.0.4511\S1\Recipes\R1\ RecipeName=R1 RecipePath=c:\job\Diced_10.0.4511\S1\Recipes\R1\ Sc","-17326"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\ProductInfo.ini",".ini","3195","2026-05-12 12:50","2026-03-15 14:31","[AutoFocus] SearchUseDefault=1 ScanDelta=0 OnLimitViolationAction=0 FocusVAriationLimit=0 LimitFocusVariation=0 RetriesC","83419"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Recipe.ini",".ini","373","2026-04-06 18:59","2026-03-15 14:31","[AutoCycle] AutoFocusBeforeAlignment=0 AutoFocusEvery=1 ; None CleanReferenceEvery=3 ; Wafer UnloadToAnotherCassette=0 N","31947"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\ReferencesInfo.json",".json","281","2026-03-03 19:02","2026-03-15 14:31","{   ""UseCleanReferenceFolder"": false,   ""PeformCleanOnPizza"": false,   ""ExcludeReferenceFromJob"": false,   ""RecipeID"": ""","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\RTP.txt",".txt","5326","2026-03-03 13:51","2026-03-15 14:31","[PostProcess]   ; Zone name Alg = Warp_Direction_Calculation Inner_Radius_[Microns] = 1 ;  ( Radius of the inner circle,","-17320"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\s_FrameData.dat.md",".md","2346","2026-03-03 13:48","2026-03-15 14:31","<root><RecordSize Size=""160""/><Fields><Field Name=""frameIdx"" Id=""1073741824"" Offset=""0"" Vartype=""3""/><Field Name=""xInFra","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\SamplingMetrology.ini",".ini","73","2026-03-03 12:41","2026-03-15 14:31","[General] Version=0 Id=c26d8ada-247a-dc13-4998-f6563a2eea4b UseCSV=0 ","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\ScanOverlapLog.txt",".txt","450","2026-03-03 19:02","2026-03-15 14:31","Scan 2d Overlap [px], [um]; Pixel size = 0.858, 0.86 Minimum             :    32,   32,   27,   27 Detection           :","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\ScanOverviewImage_Recipes-R1.txt",".txt","321","2026-03-03 13:48","2026-03-15 14:31","[ScanOverviewImage] I_2_WM_X=         57.8764648438         0.0000000000    -13742.4000000000 I_2_WM_Y=          0.00000","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\ScenariosMetadatas.ini",".ini","1471","2026-03-03 13:28","2026-03-15 14:31","[General] Version=1 [Scan2d] Id=d65783d2-b589-4005-a387-47cd3b398afa OpticsId=fa520c77-45ae-48dd-afff-47b8caf409a6 Refer","-17344"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\UniqueArea.ini",".ini","375","2026-03-03 13:45","2026-03-15 14:32","[General] Count=0 UseGMF=0 TryAllModels=0 MinTargetScore=0 ImagePreprocessorId=306a7e84-3bae-4443-bedf-ea9321f61841 [306","-17326"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Wafer2Table.ini",".ini","1119","2026-05-12 12:50","2026-03-15 14:32","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999698255         0.0062665244   -107144.0847099198 Wafer2Table_Y=         ","83419"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\WaferDataReadSettings.xml",".xml","195","2026-03-03 12:41","2026-03-15 14:32","<?xml version=""1.0""?> <WaferDataReadSettings xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xsd=""http://www","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Waferinfo.ini",".ini","423","2026-04-07 16:46","2026-03-15 14:32","[Robot] Rotation=90 SideUp=1 [General] key_minarea=0 hd_cmm=False hd_alignment=True hd_scan=True hd_robot=False hd_verif","33254"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\WaferMapRecipe.ini",".ini","882","2026-03-03 13:36","2026-03-15 14:32","[GENERAL] SettingsPolicy=0 FiducialBin=-1 MappingCorner=0 [Input_Update] Enable=0 FileMask= ImportDirectory= UpdateDirec","-17336"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\WaferToRefWafer.ini",".ini","171","2026-03-03 14:10","2026-03-15 14:32","[WaferToRefWafer] RW_2_SW_X=          0.9998949287         0.0125340258   -215069.5092486806 RW_2_SW_Y=         -0.01282","-17302"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\zones.ini",".ini","264","2026-03-03 13:50","2026-03-15 14:32","[General] Version=11 [ALGName] 255=PostProcess 0=Scan Area [ALG] 255=PostProcess 0=Surface [BinCodes] 255=-1 0=-1 [Color","-17321"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\zones.txt",".txt","170","2026-03-03 13:50","2026-03-15 14:32","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1   2058.0","-17321"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\ZoomLevels.ini",".ini","354","2026-03-03 13:43","2026-03-15 14:32","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 LEVEL_4=1 LEVEL_8=1 LEVEL_16=1 LEVEL_32=1 [LEVEL_1] SizeX=4116 SizeY=","-17329"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\.dc_cache\TransactionsHistory.ini",".ini","462","2026-03-03 18:43","2026-03-15 14:32","[DeprecatedInV0] Namespace.RuntimeEntities.RecipePartsCollection_Runtime|RecipePartsCollection|CleanReferenceParams=1 Na","-17029"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\FocusMapping\DieReferenceLocation.json",".json","4","2026-03-03 18:43","2026-03-15 14:32","null","-17029"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\FocusMapping\FocusMapping.ini",".ini","2537","2026-03-03 18:44","2026-03-15 14:32","[Mode] AutoFocusRange=100 CreateSurfaceScore=Good MinMatchModelScore=Good DurationOfOneSite=3 NumOfDiceToScan=15 Resolut","-17028"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\OpticLightMetadata\config.ini",".ini","292","2026-03-03 19:02","2026-03-15 14:32","[General] NominalDelta=0.000000000 Exist=0 targetPos_X=0.000000000 targetPos_Y=0.000000000 minY=0.000000000 minX=0.00000","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\ReferenceBackup\ZoomLevels.ini",".ini","354","2026-03-03 13:43","2026-03-15 14:32","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 LEVEL_4=1 LEVEL_8=1 LEVEL_16=1 LEVEL_32=1 [LEVEL_1] SizeX=4116 SizeY=","-17329"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\SW_QA-5\OpticsPreset.ini",".ini","109","2026-03-03 12:49","2026-03-15 14:32","[RobotSetup] Name=PD_8_106448_ARC.cfg [Chuck] CenterX=158684.0625 CenterY=138935.140625 CenterZ=-377.3 ","-17383"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\TrainData\Die.ini",".ini","1080","2026-03-03 13:43","2026-03-15 14:32","[DIE] PixelSize_X=0.857650914714166 PixelSize_Y=0.857650914714166 FrameSizeX=1280 FrameSizeY=1280 Step_X=3708 Step_Y=169","-17329"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\TrainData\DieRefToTrain.txt",".txt","206","2026-03-03 13:42","2026-03-15 14:32","[DieRefToTrainImage] DR_2_TI_X=1 0 1114.36704139293 DR_2_TI_Y=0 1 1120.96597481518 DR_2_TI_Theta=0.0000000 DR_2_TI_Gamma","-17329"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\TrainData\FrameToChuck.ini",".ini","160","2026-03-03 13:41","2026-03-15 14:32","[FrameToChuck] F2C_X=          0.8576508809         0.0002406744      -549.0505954039 F2C_Y=         -0.0002406744      ","-17331"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\TrainData\DieImage\DieImageToTable.ini",".ini","253","2026-03-03 13:42","2026-03-15 14:32","[DieImageToTable] I2T_X=0.857636017024815 0.00505507782893001 -2571.21898480672 I2T_Y=-0.00505507782893001 0.85763601702","-17330"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\TrainData\DieImage\ZoomLevels.ini",".ini","360","2026-03-03 13:41","2026-03-15 14:32","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=0 LEVEL_4=0 LEVEL_8=0 LEVEL_16=0 LEVEL_32=0 LEVEL_64=0 [LEVEL_1] SizeX=","-17330"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\WaferAlignData\Alignment_PatFindRtp.txt",".txt","742","2026-04-07 16:46","2026-04-07 16:46"," [16:46:12 04/07/26] Minimum Score           :  85    Minimum Start        :  90    Reduce Delta         :  10 Minimum T","0"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\WaferAlignData\Alignment_PatRes.txt",".txt","1813","2026-04-07 16:46","2026-04-07 16:46"," [16:46:12 04/07/26] ==========================================================================================  #    Co","0"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\WaferAlignData\Alignment_Stat.txt",".txt","444","2026-04-07 16:46","2026-04-07 16:46","  [16:46:12 04/07/26] ==================================================================================================","0"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\WaferAlignData\AlignmentData.ini",".ini","31","2026-04-07 16:46","2026-04-07 16:46","[General] AlignmentTime=6941 ","0"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\WaferAlignData\AlignmentStatisticsTime.txt",".txt","167","2026-04-07 16:46","2026-04-07 16:46","Alignment Statistics Grabbing Counter=10 Total=374 Average=37.400002 Moving Counter=10 Total=1483 Average=148.300003 Mov","0"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Zones\PostProcess.ini",".ini","2576","2026-03-03 13:51","2026-03-15 14:32","[General] ZoneName=PostProcess ZoneID=255 TypeName=PostProcess AutoTH=0 AutoProbe=0 [Warp Direction Calculation] Enable=","-17321"
"C:\job\Diced_10.0.4511\S1\Recipes\R1\Zones\Scan Area.ini",".ini","5706","2026-03-03 13:51","2026-03-15 14:32","[General] ZoneName=Scan Area ZoneID=63 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=1 AlgorithmName=Surface Cl","-17321"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Alignment.ini",".ini","38","2026-03-03 13:51","2026-03-15 14:32","[WAFER ALIGNMENT] CoarseAlignDone=1 ","-17320"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\AlignmentData.ini",".ini","820","2026-03-03 19:01","2026-03-15 14:32","[General] MinScore=85 MinTargetScore=0 IsAffineEnabled=1 AlignPointsNum=8 ForceToGMF=0 [Point_0] X=104897.950491626 Y=12","-17011"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\AlignRtp.ini",".ini","2983","2026-03-03 19:02","2026-03-15 14:32","[DIE Alignment] Die__MinModelSize=64 Die__MinScore=65 Die__ExtraScanLength_um=0.000000 Die__ExtraScanLength_X_um=0.00000","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\CcsLocalMeas.ini",".ini","210","2026-03-03 12:41","2026-03-15 14:32","[ScanParams] MarginX=0 MarginY=0 ScanStepX=0 ScanStepY=0 ResultsToRevisit= ScanDefects_Enabled=0 ScanDefects_SizeX=0 Sca","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\CcsSetup.xml",".xml","166","2026-03-03 18:43","2026-03-15 14:32","<CcsSetupConfigurations VersionNumber=""0.0"">   <CcsSetupInfo Id=""080c8bbc-4363-4dc6-a109-dea471b8191e"" Name=""CcsSetup"" I","-17029"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\CleanReferenceConfiguration.ini",".ini","605","2026-03-03 17:43","2026-03-15 14:32","[General] Version=1 CreateCleanReferencePeriodicaly=0 CreateCleanReferenceEvery=Wafer CreateCleanReferenceFrequency=0 Is","-17089"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\CleanReferenceFinalParams.ini",".ini","1055","2026-03-03 13:49","2026-03-15 14:32","[General] Version=2 [CleanRefParams] SizeX=1280 SizeY=1280 minCriteria=-2 maxCriteria=-1 minCreateMul=2 maxCreateMul=2 m","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\CreateReference3dOptions.ini",".ini","415","2026-03-03 12:53","2026-03-15 14:32","[General] Version=0 Debug=0 [Registration] ReferenceRegBy=0 BigBlockRowsNumber=1000 YPartitionsNumber=3 MaxErrorPix=3 PS","-17379"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\DefaultWafer2Table.ini",".ini","1119","2026-03-03 13:48","2026-03-15 14:32","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999665239         0.0062689031   -107143.3696814435 Wafer2Table_Y=         ","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\DieAlignment.dat_block.ini",".ini","119","2026-03-03 18:44","2026-03-15 14:32","[General] IsMultiIndex=0 DieCount=1 [Die_0] Row=0 Col=0 PosX=0.000 PosY=0.000 SizeX=4117.000 SizeY=19645.000 ","-17028"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\DieMapAlignRes.dat_block.ini",".ini","119","2026-03-03 13:48","2026-03-15 14:32","[General] IsMultiIndex=0 DieCount=1 [Die_0] Row=0 Col=0 PosX=0.000 PosY=0.000 SizeX=4117.000 SizeY=19645.000 ","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\ExternalCoordSystems.ini",".ini","33","2026-03-03 12:41","2026-03-15 14:32","[ExternalCoordSystems] Count=0 ","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\GlobalRTP.ini",".ini","3205","2026-03-03 13:51","2026-03-15 14:32","[GLOBAL_RTP] LSL_Height=100.000000 USL_Height=140.000000 NominalHeight=120.000000 BumpType=1 CCS_Step=3.000000 CCS_Step_","-17321"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\ImageProcessing.log",".log","37","2026-03-03 13:46","2026-03-15 14:32","_previouseAlignmentDataExists = 1 ","-17326"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Metadata.ini",".ini","72","2026-03-03 12:41","2026-03-15 14:32","[General] name=R1 Id=ecd7a3d7-87c8-4b99-ad53-6a0ff08506be Version=0 ","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\OpticPreset.ini",".ini","2302","2026-03-03 13:59","2026-03-15 14:32","[IllumConversion] Executed=0 [General] Signature=1 [Scan2d] Id=d5ecdfdf-532b-4995-96f7-3d14b6fa5c0c FocusPosAboveChuck=3","-17313"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\OverlayScan.ini",".ini","52","2026-03-03 12:41","2026-03-15 14:32","[General] Id=e915d5d2-e7f7-4891-3703-00aab9ba53f4 ","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Params_AlignRTP.ini",".ini","2982","2026-03-03 13:46","2026-03-15 14:32","[DIE Alignment] Die__MinModelSize=0 Die__MinScore=50 Die__ExtraScanLength_um=0.000000 Die__ExtraScanLength_X_um=0.000000","-17326"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Params_SystemInfo.ini",".ini","2395","2026-03-03 13:46","2026-03-15 14:32","[SystemParams] Gain=0 GainFx=0 Offset=0 Distortion=0 SizeX=1280 SizeY=1280 OffsetX=384 OffsetY=384 CameraType=3 ImageSiz","-17326"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Params_WaferInfo.ini",".ini","1391","2026-03-03 13:46","2026-03-15 14:32","[Path] SetupPath=c:\job\Diced_10.0.4511\S1\Recipes\R1\ RecipeName=R1 RecipePath=c:\job\Diced_10.0.4511\S1\Recipes\R1\ Sc","-17326"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\ProductInfo.ini",".ini","3196","2026-03-03 19:02","2026-03-15 14:32","[AutoFocus] SearchUseDefault=1 ScanDelta=0 OnLimitViolationAction=0 FocusVAriationLimit=0 LimitFocusVariation=0 RetriesC","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Recipe.ini",".ini","3971","2026-03-03 17:43","2026-03-15 14:32","[AutoCycle] AutoFocusBeforeAlignment=0 ; Before Alignment AutoFocusEvery=1 ; None CleanReferenceEvery=1 ; None UnloadToA","-17089"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\ReferencesInfo.json",".json","281","2026-03-03 17:43","2026-03-15 14:32","{   ""UseCleanReferenceFolder"": false,   ""PeformCleanOnPizza"": false,   ""ExcludeReferenceFromJob"": false,   ""RecipeID"": ""","-17089"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\RTP.txt",".txt","5326","2026-03-03 13:51","2026-03-15 14:32","[PostProcess]   ; Zone name Alg = Warp_Direction_Calculation Inner_Radius_[Microns] = 1 ;  ( Radius of the inner circle,","-17321"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\s_FrameData.dat.md",".md","2346","2026-03-03 13:48","2026-03-15 14:32","<root><RecordSize Size=""160""/><Fields><Field Name=""frameIdx"" Id=""1073741824"" Offset=""0"" Vartype=""3""/><Field Name=""xInFra","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\SamplingMetrology.ini",".ini","73","2026-03-03 12:41","2026-03-15 14:32","[General] Version=0 Id=c26d8ada-247a-dc13-4998-f6563a2eea4b UseCSV=0 ","-17391"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\ScanOverlapLog.txt",".txt","450","2026-03-03 19:02","2026-03-15 14:32","Scan 2d Overlap [px], [um]; Pixel size = 0.858, 0.86 Minimum             :    32,   32,   27,   27 Detection           :","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\ScanOverviewImage_Recipes-R1.txt",".txt","321","2026-03-03 13:48","2026-03-15 14:32","[ScanOverviewImage] I_2_WM_X=         57.8764648438         0.0000000000    -13742.4000000000 I_2_WM_Y=          0.00000","-17323"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\ScenariosMetadatas.ini",".ini","1471","2026-03-03 14:08","2026-03-15 14:32","[General] Version=1 [Scan2d] Id=d65783d2-b589-4005-a387-47cd3b398afa OpticsId=2fd4f281-4dc6-4c96-9b3d-b46c7fe771da Refer","-17304"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\UniqueArea.ini",".ini","375","2026-03-03 19:01","2026-03-15 14:32","[General] Count=0 UseGMF=0 TryAllModels=0 MinTargetScore=0 ImagePreprocessorId=306a7e84-3bae-4443-bedf-ea9321f61841 [306","-17011"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\Wafer2Table.ini",".ini","1119","2026-03-03 19:03","2026-03-15 14:32","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999688119         0.0062668128   -107144.1471173868 Wafer2Table_Y=         ","-17009"
"C:\job\Diced_10.0.4511\S1\Recipes\R2\WaferDataReadSettings.xml",".xml","195","2026-03-03 12:41","2026-03-15 14:32","<?xml version=""1.0""?> <WaferDataReadSettings xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xsd=""http://www","-17391"
