"FullPath","Ext","SizeBytes","LastModified","Created","First120","DeltaMin"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_3\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_3\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_4\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_4\Zones.ini",".ini","23","2024-06-30 22:54","2026-05-17 11:16","[General] Version=11 ","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_4\zones.txt",".txt","170","2024-06-30 22:54","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_4\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_4\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_5\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_5\Zones.ini",".ini","23","2024-06-30 22:54","2026-05-17 11:16","[General] Version=11 ","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_5\zones.txt",".txt","170","2024-06-30 22:54","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_5\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_5\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_6\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_6\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_6\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_6\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_6\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_7\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_7\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_7\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_7\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_7\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_8\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_8\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_8\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_8\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_8\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_9\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_9\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_9\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_9\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Die_9\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\OpticLightMetadata\config.ini",".ini","294","2025-06-10 13:49","2026-05-17 11:16","[General] NominalDelta=0.000000000 Exist=0 targetPos_X=0.000000000 targetPos_Y=0.000000000 minY=-0.000000000 minX=0.0000","-490887"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\ReferenceBackup\ZoomLevels.ini",".ini","154","2024-06-30 22:45","2026-05-17 11:16","[DIE] Step_X=11160.990 Step_Y=11160.990 [ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=11160 SizeY=11160 [Gene","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\SW_QA-4\OpticsPreset.ini",".ini","39","2024-06-30 22:45","2026-05-17 11:16","[RobotSetup] Name=106463_Bare_12.cfg ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\TrainData\CadtoJobRecipe.xml",".xml","2763","2024-06-30 22:44","2026-05-17 11:16","<?xml version=""1.0""?> <JobCreationRecipe xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:xsi=""http://www.w3.org/2001/","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\TrainData\Die.ini",".ini","764","2024-06-30 22:49","2026-05-17 11:16","[DIE] PixelSize_X=1.69339817589288 PixelSize_Y=1.69339817589288 Step_X=18900 Step_Y=18900 [ALIGNMENT_DATA] DiePitchCorre","-987147"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\WaferAlignData\Alignment_PatFindRtp.txt",".txt","485","2025-06-10 13:49","2026-05-17 11:16"," [13:49:55 06/10/25] Minimum Score           :  85    Minimum Start        :  90    Reduce Delta         :  10 Minimum T","-490887"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\WaferAlignData\Alignment_PatRes.txt",".txt","1429","2025-06-10 13:49","2026-05-17 11:16"," [13:49:55 06/10/25] ==========================================================================================  #    Co","-490887"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\WaferAlignData\Alignment_Stat.txt",".txt","1410","2025-06-10 13:49","2026-05-17 11:16","  [13:49:55 06/10/25] ==================================================================================================","-490887"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\WaferAlignData\AlignmentData.ini",".ini","31","2025-06-10 13:49","2026-05-17 11:16","[General] AlignmentTime=4401 ","-490887"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\WaferAlignData\AlignmentStatisticsTime.txt",".txt","164","2025-06-10 13:49","2026-05-17 11:16","Alignment Statistics Grabbing Counter=8 Total=624 Average=78.000000 Moving Counter=8 Total=2126 Average=265.750000 Movin","-490887"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Zones\PostProcess.ini",".ini","2190","2025-02-17 08:55","2026-05-17 11:16","[General] ZoneName=PostProcess ZoneID=255 TypeName=PostProcess AutoTH=0 AutoProbe=0 [Warp Direction Calculation] Enable=","-653901"
"C:\job\VCAM MPW_x5\Setup\Recipes\R1\Zones\ScanArea.ini",".ini","5681","2025-02-17 08:55","2026-05-17 11:16","[General] ZoneName=ScanArea ZoneID=63 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=1 AlgorithmName=Surface Cla","-653901"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Alignment.ini",".ini","38","2024-06-30 22:58","2026-05-17 11:16","[WAFER ALIGNMENT] CoarseAlignDone=1 ","-987138"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\AlignmentData.ini",".ini","824","2024-06-30 22:58","2026-05-17 11:16","[General] MinScore=85 MinTargetScore=0 AlignPointsNum=8 IsAffineEnabled=1 ForceToGMF=0 [Point_0] X=170343.849337329 Y=17","-987138"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\AlignRTP.ini",".ini","2929","2025-06-10 13:50","2026-05-17 11:16","[DIE Alignment] Die__MinModelSize=32 Die__MinScore=85 Die__ExtraScanLength_um=0.000000 Die__ExtraScanLength_X_um=0.00000","-490886"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\CleanReferenceFinalParams.ini",".ini","984","2024-06-30 23:07","2026-05-17 11:16","[General] Version=2 [CleanRefParams] SizeX=2048 SizeY=2048 minCriteria=-2 maxCriteria=-1 minCreateMul=2 maxCreateMul=2 m","-987129"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\CreateReference3dOptions.ini",".ini","324","2024-06-30 22:45","2026-05-17 11:16","[General] Version=0 Debug=0 [Registration] ReferenceRegBy=0 BigBlockRowsNumber=1000 YPartitionsNumber=3 MaxErrorPix=5 PS","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\DefaultWafer2Table.ini",".ini","1094","2024-06-30 22:49","2026-05-17 11:16","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999568277         0.0065097101   -171077.5033420033 Wafer2Table_Y=         ","-987147"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\DiceInstances.xml",".xml","18261","2024-06-30 22:44","2026-05-17 11:16","<?xml version=""1.0""?> <DiceInstancesInBlock xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:xsi=""http://www.w3.org/20","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\ExternalCoordSystems.ini",".ini","33","2024-06-30 22:45","2026-05-17 11:16","[ExternalCoordSystems] Count=0 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\GlobalRTP.ini",".ini","2925","2024-06-30 23:02","2026-05-17 11:16","[GLOBAL_RTP] LSL_Height=100.000000 USL_Height=140.000000 NominalHeight=120.000000 BumpType=1 CCS_Step=3.000000 CCS_Step_","-987134"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\JobIllumLimits.ini",".ini","86","2025-05-26 10:37","2026-05-17 11:16","[RNDTEST4] IllumCalibDate=2024-08-14 16:35:32 ForcedSkipToDate=2025-06-25 10:37:25 ","-512679"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\OpticPreset.ini",".ini","781","2025-05-26 10:36","2026-05-17 11:16","[General] Signature=1 [Scan2d] Id=4fd99cae-3aab-4943-859a-441b1405ef81 FocusPosAboveChuck=775.499999399665 Mag=5 Mode=-1","-512680"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\OpticToVCamStorage.json",".json","360","2025-03-18 11:37","2026-05-17 11:16","[   {     ""OpticId"": ""4fd99cae-3aab-4943-859a-441b1405ef81"",     ""Scenario"": ""Scan"",     ""IsAutoFocus"": false,     ""Stor","-611979"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\ProductInfo.ini",".ini","5572","2025-06-10 13:50","2026-05-17 11:16","[GENERAL] ExportFlatPos=0 Mag=5.000000 InkDotMag=-1.000000 TNERegistrationScanMag=1.000000 CleanRefX=128.000000 CleanRef","-490886"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Recipe.ini",".ini","4317","2025-06-08 15:28","2026-05-17 11:16","[AutoCycle] AutoFocusEvery=1 ; None CleanReferenceEvery=1 ; None UnloadToAnotherCassette=0 ; Move wafers from Loadport B","-493668"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\RTP.txt",".txt","5062","2024-06-30 23:02","2026-05-17 11:16","[PostProcess]   ; Zone name Alg = Warp_Direction_Calculation Inner_Radius_[Microns] = 1 ;  ( Radius of the inner circle,","-987134"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\ScanOverlapLog.txt",".txt","450","2025-06-10 13:50","2026-05-17 11:16","Scan 2d Overlap [px], [um]; Pixel size = 1.693, 1.69 Minimum             :    32,   32,   54,   54 Detection           :","-490886"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\ScenariosMetadatas.ini",".ini","261","2024-06-30 22:51","2026-05-17 11:16","[General] Version=1 [Scan2d] Id=0cfc4635-7ed8-736a-e7fa-98f0f8122de5 OpticsId=4fd99cae-3aab-4943-859a-441b1405ef81 Refer","-987145"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\UniqueArea.ini",".ini","20","2024-06-30 22:45","2026-05-17 11:16","[General] Count=0 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Wafer2Table.ini",".ini","1131","2025-06-10 13:50","2026-05-17 11:16","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999876421        -0.0007916645   -169935.7993163225 Wafer2Table_Y=         ","-490886"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\WaferDataReadSettings.xml",".xml","195","2024-06-30 22:45","2026-05-17 11:16","<?xml version=""1.0""?> <WaferDataReadSettings xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xsd=""http://www","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Waferinfo.ini",".ini","335","2025-06-10 13:50","2026-05-17 11:16","[Robot] Rotation=0 SideUp=1 [General] hd_robot=False InkBinList= LimitNumberOfInkedDice=0 hd_cmm=False key_minarea=2500 ","-490886"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\WaferMapRecipe.ini",".ini","933","2025-06-10 13:49","2026-05-17 11:16","[GENERAL] SettingsPolicy=0 ImportSubPath= ExportInAutoCycle=1 FiducialBin=-1 UpdateSubPath= ExportInManualScan=1 AfterEx","-490887"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\WaferToRefWafer.ini",".ini","171","2025-06-08 15:29","2026-05-17 11:16","[WaferToRefWafer] RW_2_SW_X=          0.9999746575        -0.0015833095   -339735.6154305550 RW_2_SW_Y=          0.00158","-493667"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Zones.ini",".ini","244","2024-06-30 22:54","2026-05-17 11:16","[ALGName] 255=PostProcess 0=ScanArea [ALG] 255=PostProcess 0=Surface [BinCodes] 255=-1 0=-1 [Color Name] 255=#FFFFFF 0= ","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\ZoomLevels.ini",".ini","338","2024-06-30 22:45","2026-05-17 11:16","[DIE] Step_X=11160.990 Step_Y=11160.990 [ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 LEVEL_4=1 LEVEL_8=1 LEVEL_16=","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\.dc_cache\TransactionsHistory.ini",".ini","120","2024-06-30 22:50","2026-05-17 11:16","[DeprecatedInV0] Namespace.RuntimeEntities.RecipePartsCollection_Runtime|RecipePartsCollection|CleanReferenceParams=1 ","-987146"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_1\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_1\Zones.ini",".ini","23","2024-06-30 22:54","2026-05-17 11:16","[General] Version=11 ","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_1\zones.txt",".txt","170","2024-06-30 22:54","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987142"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_1\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_1\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_10\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_10\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_10\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_10\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987151"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_10\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_11\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_11\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_11\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_11\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_11\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_12\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_12\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_12\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_12\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_12\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_13\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_13\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_13\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_13\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_13\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_14\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_14\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_14\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_14\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_14\ReferenceBackup\ZoomLevels.ini",".ini","79","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=1240 SizeY=1240 ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_15\DieRegPos.txt",".txt","110","2024-06-30 22:45","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data ","-987152"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_15\Zones.ini",".ini","23","2024-06-30 22:53","2026-05-17 11:16","[General] Version=11 ","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_15\zones.txt",".txt","170","2024-06-30 22:53","2026-05-17 11:16","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    620.0","-987143"
"C:\job\VCAM MPW_x5\Setup\Recipes\R2\Die_15\ZoomLevels.ini",".ini","123","2024-06-30 22:45","2026-05-17 11:16","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1240 SizeY=1240 [LEVEL_2] SizeX=620 SizeY=620 ","-987152"
